Date,Open,Close,open_bin,high_bin,low_bin,close_bin,volume_bin,rsi_3_bin,rsi_5_bin,rsi_7_bin,rsi_10_bin,rsi_14_bin,stoch_k_bin,stoch_d_bin,macd_bin,macd_signal_bin,macd_hist_bin,sma_5_bin,sma_10_bin,sma_20_bin,sma_50_bin,ema_5_bin,ema_12_bin,ema_26_bin,bb_upper_bin,bb_lower_bin,bb_middle_bin,atr_14_bin,williams_r_bin,cci_20_bin,obv_bin,adx_bin,di_plus_bin,di_minus_bin,price_change_pct_bin,volume_sma_20_bin,price_sma_20_diff_bin,price_ema_12_diff_bin
2016-03-30,19.73,20.299999,Q3,Q4,Q3,Q4,Q3,Q3,Q2,Q2,Q3,Q2,Q3,Q2,Q3,Q3,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q3,Q2,Q4,Q2,Q2,Q3,Q4,Q1,Q2,Q3
2016-03-31,20.530001,20.24,Q4,Q4,Q4,Q4,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q2,Q3,Q3,Q2,Q2,Q3,Q2,Q1,Q2,Q2
2016-04-01,20.0,19.780001,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q3,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q1,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1
2016-04-06,19.66,19.040001,Q3,Q2,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q1,Q1,Q2,Q2,Q1,Q4,Q1,Q1,Q1,Q1
2016-04-07,19.059999,18.83,Q1,Q1,Q1,Q1,Q4,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q4,Q4,Q4,Q1,Q1,Q1,Q2,Q1,Q4,Q1,Q1,Q1,Q1
2016-04-08,18.620001,19.049999,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q3,Q4,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q1,Q1,Q2,Q2,Q1,Q4,Q3,Q1,Q1,Q1
2016-04-11,19.049999,19.26,Q1,Q1,Q1,Q2,Q3,Q3,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q3,Q4,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q1,Q1,Q2,Q2,Q1,Q4,Q3,Q1,Q1,Q1
2016-04-12,19.299999,19.200001,Q2,Q2,Q2,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q3,Q4,Q3,Q1,Q2,Q3,Q4,Q3,Q4,Q3,Q1,Q1,Q2,Q1,Q1,Q4,Q2,Q1,Q1,Q1
2016-04-13,19.370001,19.860001,Q2,Q3,Q3,Q3,Q3,Q4,Q3,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q2,Q1,Q2,Q1,Q1,Q4,Q4,Q2,Q2,Q3
2016-04-14,20.1,19.950001,Q4,Q4,Q4,Q3,Q2,Q4,Q4,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q2,Q3,Q4,Q4,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q2,Q2,Q3,Q1,Q2,Q4,Q3,Q1,Q2,Q3
2016-04-15,19.77,20.1,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q4,Q1,Q2,Q3,Q2,Q2,Q2,Q2,Q3,Q2,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q4,Q3,Q2,Q2,Q3
2016-04-18,19.91,19.85,Q3,Q3,Q4,Q3,Q1,Q2,Q3,Q4,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q1,Q1,Q4,Q1,Q1,Q2,Q2
2016-04-19,20.1,19.67,Q4,Q4,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q4,Q2,Q3,Q4,Q3,Q3,Q4,Q3,Q4,Q3,Q4,Q2,Q2,Q3,Q1,Q2,Q3,Q1,Q2,Q2,Q2
2016-04-20,19.84,19.030001,Q3,Q3,Q2,Q1,Q4,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q2,Q3,Q4,Q3,Q3,Q4,Q3,Q3,Q3,Q4,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q2,Q1,Q1
2016-04-21,19.209999,19.290001,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q2,Q3,Q4,Q2,Q3,Q4,Q3,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q1,Q4,Q4,Q2,Q1,Q1
2016-04-22,19.280001,19.290001,Q2,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q3,Q4,Q2,Q2,Q4,Q2,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q1,Q4,Q2,Q2,Q1,Q1
2016-04-25,19.299999,19.42,Q2,Q2,Q2,Q2,Q2,Q4,Q2,Q1,Q2,Q1,Q2,Q1,Q1,Q1,Q2,Q2,Q3,Q3,Q4,Q2,Q2,Q4,Q2,Q3,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q3,Q3,Q2,Q1,Q2
2016-04-26,19.459999,19.58,Q2,Q3,Q3,Q3,Q4,Q4,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q2,Q3,Q3,Q4,Q2,Q2,Q4,Q2,Q3,Q3,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q3,Q3,Q2,Q2
2016-04-27,19.57,19.549999,Q3,Q2,Q2,Q3,Q2,Q4,Q4,Q1,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q2,Q3,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q3,Q2,Q2
2016-04-28,19.65,18.879999,Q3,Q2,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q4,Q2,Q2,Q3,Q2,Q3,Q2,Q3,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q1,Q1
2016-04-29,18.65,18.440001,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q4,Q1,Q2,Q3,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q4,Q1,Q1
2016-05-03,18.469999,18.1,Q2,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q4,Q2,Q3,Q3,Q2,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q1,Q1,Q1
2016-05-04,18.01,17.6,Q2,Q2,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q4,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q2,Q1,Q1
2016-05-05,17.65,17.66,Q1,Q1,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q1,Q4,Q2,Q2,Q1,Q1
2016-05-06,17.559999,17.43,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q3,Q4,Q1,Q2,Q2,Q3,Q3,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q4,Q1,Q2,Q1,Q1
2016-05-09,17.540001,17.4,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q4,Q1,Q2,Q2,Q4,Q3,Q3,Q4,Q1,Q1,Q1,Q2,Q1,Q4,Q2,Q2,Q1,Q1
2016-05-10,17.389999,17.610001,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q4,Q1,Q2,Q2,Q4,Q2,Q2,Q4,Q1,Q1,Q2,Q2,Q1,Q4,Q3,Q2,Q1,Q1
2016-05-11,17.75,17.450001,Q2,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q1,Q2,Q4,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q3,Q1,Q2,Q1,Q1
2016-05-12,17.33,17.389999,Q1,Q1,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q1,Q2,Q4,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q3,Q2,Q2,Q1,Q1
2016-05-13,17.280001,17.0,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q4,Q1,Q2,Q1,Q1
2016-05-16,17.049999,17.23,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q1,Q1,Q2,Q1,Q4,Q3,Q3,Q1,Q1
2016-05-17,17.280001,17.559999,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q3,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q2,Q1,Q1,Q2,Q1,Q4,Q4,Q3,Q1,Q2
2016-05-18,17.370001,17.5,Q1,Q1,Q1,Q1,Q4,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q1,Q3,Q1,Q3,Q2,Q3,Q2,Q2
2016-05-19,17.540001,17.26,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q1,Q3,Q1,Q3,Q1,Q3,Q1,Q1
2016-05-20,17.389999,17.51,Q1,Q1,Q1,Q1,Q4,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q3,Q1,Q2,Q3,Q3,Q2,Q2
2016-05-23,17.450001,18.540001,Q1,Q2,Q1,Q2,Q4,Q3,Q4,Q3,Q3,Q2,Q4,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q2,Q2,Q3,Q2,Q2,Q4,Q4,Q3,Q4
2016-05-24,18.48,18.299999,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q2,Q1,Q4,Q2,Q3
2016-05-25,18.5,18.719999,Q2,Q2,Q2,Q2,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q2,Q1,Q4,Q2,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q2,Q1,Q3,Q4,Q3,Q2,Q3,Q3,Q1,Q4,Q4,Q3,Q4
2016-05-26,18.75,18.700001,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q3,Q4,Q4,Q4,Q3,Q2,Q1,Q4,Q2,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q3,Q2,Q3,Q3,Q1,Q2,Q4,Q3,Q3
2016-05-27,18.889999,18.99,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q3,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q4,Q2,Q3,Q3,Q1,Q3,Q4,Q4,Q4
2016-05-30,19.0,19.290001,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q2,Q4,Q4,Q3,Q3,Q3,Q1,Q3,Q4,Q4,Q4
2016-05-31,19.26,19.25,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q3,Q4,Q2,Q3,Q3,Q1,Q2,Q4,Q4,Q4
2016-06-01,19.200001,19.59,Q2,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q3,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q4,Q4
2016-06-02,19.6,19.43,Q3,Q3,Q3,Q3,Q2,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q3,Q4,Q2,Q4,Q4,Q1,Q1,Q4,Q4,Q4
2016-06-03,19.49,19.540001,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q3,Q3,Q2,Q4,Q4,Q1,Q2,Q4,Q4,Q3
2016-06-04,19.68,19.68,Q3,Q3,Q3,Q3,Q1,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q3,Q3,Q2,Q1,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q2,Q4,Q4,Q1,Q3,Q4,Q4,Q4
2016-06-06,19.700001,19.620001,Q3,Q4,Q3,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q2,Q2,Q2,Q1,Q3,Q3,Q2,Q4,Q4,Q1,Q2,Q4,Q4,Q3
2016-06-07,19.799999,20.07,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q2,Q1,Q4,Q3,Q2,Q3,Q2,Q2,Q2,Q4,Q3,Q3,Q4,Q4,Q1,Q4,Q3,Q4,Q4
2016-06-08,20.129999,20.280001,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q2,Q1,Q4,Q3,Q3,Q4,Q2,Q2,Q2,Q3,Q4,Q3,Q4,Q4,Q1,Q3,Q3,Q4,Q4
2016-06-13,19.809999,19.309999,Q3,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q3,Q4,Q3,Q3,Q4,Q3,Q2,Q1,Q4,Q3,Q3,Q4,Q2,Q2,Q1,Q2,Q3,Q3,Q4,Q3,Q2,Q1,Q3,Q2,Q2
2016-06-14,19.24,19.57,Q2,Q3,Q3,Q3,Q2,Q1,Q2,Q2,Q2,Q4,Q2,Q3,Q4,Q3,Q3,Q4,Q3,Q3,Q1,Q3,Q3,Q3,Q4,Q3,Q3,Q1,Q2,Q2,Q3,Q4,Q3,Q2,Q3,Q3,Q3,Q2
2016-06-15,19.65,19.73,Q3,Q3,Q3,Q3,Q2,Q1,Q2,Q3,Q3,Q3,Q2,Q2,Q4,Q4,Q3,Q4,Q4,Q3,Q1,Q3,Q3,Q3,Q4,Q3,Q3,Q1,Q2,Q3,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q2
2016-06-16,19.629999,19.120001,Q3,Q3,Q2,Q2,Q3,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q3,Q4,Q2,Q3,Q3,Q3,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q1,Q2,Q3,Q4,Q2,Q2,Q1,Q3,Q2,Q2
2016-06-17,19.450001,19.610001,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q2,Q3,Q3,Q3,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q2,Q2,Q3,Q4,Q2,Q2,Q4,Q2,Q2,Q2
2016-06-20,19.950001,19.950001,Q4,Q4,Q4,Q4,Q1,Q2,Q3,Q2,Q3,Q2,Q3,Q2,Q3,Q4,Q2,Q3,Q4,Q3,Q1,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q3,Q2,Q2,Q4,Q2,Q3,Q3
2016-06-21,20.18,20.18,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q2,Q3,Q3,Q3,Q2,Q4,Q4,Q3,Q3,Q4,Q3,Q2,Q4,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q2,Q2,Q2,Q3,Q2,Q3,Q3
2016-06-22,20.16,20.16,Q4,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q4,Q4,Q2,Q3,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3
2016-06-23,20.16,20.16,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q3,Q3,Q3,Q2,Q2,Q2,Q2,Q1,Q3,Q3
2016-06-24,18.91,18.91,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q4,Q2,Q4,Q3,Q4,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q1,Q1,Q3,Q2,Q2,Q4,Q1,Q1,Q2,Q1
2016-06-27,19.34,19.34,Q3,Q2,Q3,Q3,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q2,Q3,Q3,Q4,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q4,Q4,Q1,Q2,Q2
2016-06-28,19.540001,19.540001,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q1,Q3,Q3,Q4,Q1,Q3,Q3,Q4,Q2,Q4,Q4,Q4,Q2,Q2,Q4,Q1,Q3,Q3,Q3,Q1,Q2,Q2
2016-06-29,19.85,19.85,Q4,Q3,Q4,Q3,Q1,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q3,Q4,Q4,Q1,Q3,Q4,Q4,Q2,Q4,Q4,Q3,Q2,Q2,Q4,Q1,Q3,Q3,Q4,Q1,Q2,Q2
2016-06-30,20.280001,20.280001,Q4,Q4,Q4,Q4,Q1,Q4,Q2,Q2,Q3,Q2,Q4,Q3,Q3,Q3,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q1,Q3,Q3
2016-07-01,20.73,20.73,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q4,Q1,Q4,Q3,Q4,Q1,Q4,Q4
2016-07-04,20.809999,20.809999,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q3,Q3,Q3,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q1,Q4,Q3,Q2,Q1,Q4,Q4
2016-07-05,20.719999,20.719999,Q4,Q4,Q4,Q4,Q1,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q1,Q4,Q3,Q2,Q1,Q3,Q3
2016-07-06,19.91,19.91,Q4,Q3,Q4,Q4,Q1,Q1,Q2,Q3,Q2,Q3,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q4,Q1,Q4,Q4,Q1,Q1,Q2,Q2
2016-07-07,20.41,20.41,Q4,Q4,Q4,Q4,Q1,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q1,Q4,Q4,Q4,Q1,Q2,Q3
2016-07-11,21.23,21.23,Q1,Q1,Q1,Q1,Q1,Q3,Q2,Q4,Q4,Q2,Q4,Q2,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q1,Q1,Q4,Q4,Q4,Q1,Q3,Q4
2016-07-12,21.52,21.52,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q3,Q4,Q2,Q4,Q4,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q1,Q1,Q4,Q4,Q3,Q1,Q4,Q4
2016-07-13,21.559999,21.559999,Q1,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q4,Q2,Q4,Q4,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q1,Q1,Q4,Q4,Q2,Q1,Q4,Q4
2016-07-14,21.65,21.65,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q3,Q3,Q3,Q4,Q4,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q3,Q1,Q2,Q4,Q4,Q3,Q1,Q4,Q4
2016-07-15,22.17,22.17,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q1,Q2,Q4,Q1,Q4,Q1,Q4,Q4
2016-07-18,22.280001,22.610001,Q1,Q1,Q1,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q1,Q3,Q4,Q1,Q4,Q1,Q4,Q4
2016-07-19,22.690001,22.809999,Q1,Q1,Q1,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q2,Q3,Q4,Q1,Q3,Q1,Q4,Q4
2016-07-20,22.67,22.620001,Q1,Q1,Q1,Q1,Q4,Q3,Q4,Q4,Q3,Q4,Q3,Q4,Q4,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q3,Q4,Q1,Q2,Q1,Q4,Q4
2016-07-21,22.9,23.1,Q1,Q2,Q2,Q2,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q2,Q3,Q4,Q1,Q4,Q1,Q4,Q4
2016-07-22,23.040001,22.92,Q2,Q1,Q2,Q1,Q3,Q2,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q3,Q4,Q1,Q2,Q1,Q4,Q4
2016-07-25,23.08,22.639999,Q2,Q2,Q1,Q1,Q4,Q2,Q2,Q3,Q4,Q3,Q2,Q3,Q4,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q2,Q3,Q1,Q4,Q4,Q2,Q1,Q1,Q3,Q3
2016-07-26,22.690001,22.959999,Q1,Q1,Q1,Q2,Q3,Q2,Q2,Q3,Q4,Q4,Q3,Q3,Q4,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q2,Q1,Q4,Q3,Q2,Q4,Q1,Q4,Q3
2016-07-27,23.17,23.16,Q2,Q2,Q2,Q2,Q4,Q3,Q3,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q3,Q2,Q4,Q4,Q1,Q3,Q1,Q4,Q3
2016-07-28,23.049999,23.219999,Q2,Q2,Q2,Q2,Q3,Q4,Q2,Q2,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q1,Q3,Q2,Q4,Q3
2016-07-29,23.200001,22.9,Q2,Q2,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q4,Q2,Q3,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q4,Q3,Q1,Q1,Q2,Q3,Q2
2016-08-01,22.940001,23.379999,Q1,Q2,Q2,Q3,Q4,Q3,Q4,Q2,Q2,Q4,Q4,Q3,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q2,Q3,Q4,Q3,Q1,Q4,Q2,Q3,Q3
2016-08-02,23.4,23.35,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q4,Q3,Q3,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q3,Q2,Q3,Q4,Q3,Q1,Q2,Q3,Q3,Q3
